alto cargo	NCCSO00
de buena familia	LOC_ADV
de buena fe	LOC_ADV
de buena gana	LOC_ADV
de buena ley	LOC_ADV
de buena ropa	LOC_ADV
de buena voluntad	LOC_ADV
de buenas a primeras	LOC_ADV
de bureo	LOC_ADV
de bóbilis	LOC_ADV
de cabo a rabo	LOC_ADV
de canto	LOC_ADV
de cara a	LOC_PREP
de carrerilla	LOC_ADV
de carretilla	LOC_ADV
de cascabel gordo	LOC_ADV
de casquería	LOC_ADV
de cañutillo	LOC_ADV
de chipén	LOC_ADV
de churro	LOC_ADV
de ciencia cierta	LOC_ADV
de circunvalación	LOC_ADV
de consuno	LOC_ADV
de corredera	LOC_ADV
de cortos vuelos	LOC_ADV
de coña	LOC_ADV
de cuajo	LOC_ADV
de cualquier forma	LOC_ADV
de cuando en cuando	LOC_ADV
de cuelga	LOC_ADV
de cuenta y riesgo	LOC_ADV
de cuerpo presente	LOC_ADV
de cutio	LOC_ADV
de debajo de	LOC_PREP
de delante de	LOC_PREP
de dentro de	LOC_PREP
de detrás de	LOC_PREP
de dientes afuera	LOC_ADV
de Dios abajo	LOC_ADV
de disparo	LOC_ADV
de doble filo	LOC_ADV
de dos en dos	LOC_ADV
de dos filos	LOC_ADV
de día en día	LOC_ADV
de ensueño	LOC_ADV
de entonces acá	LOC_ADV
de entreguerras	LOC_ADJ
de estampía	LOC_ADV
de este lado de	LOC_PREP
de extranjis	LOC_ADV
de facto	LOC_ADV
de falondres	LOC_ADV
de fogueo	LOC_ADV
de fuera de	LOC_PREP
de golpe y porrazo	LOC_ADV
de grado en grado	LOC_ADV
de guagua	LOC_ADV
de guardarropía	LOC_ADV
de guillotina	LOC_ADV
de higos a brevas	LOC_ADV
de hoy en adelante	LOC_ADV
de hoy para mañana	LOC_ADV
de hoz y de coz	LOC_ADV
de ida y vuelta	LOC_ADV
de iure	LOC_ADV
de jure	LOC_ADV
de juro	LOC_ADV
de la cruz a la fecha	LOC_ADV
de la mano de	LOC_PREP
de la noche a la mañana	LOC_ADV
de la puñeta	LOC_ADV
de la zona de	LOC_PREP
de lado a lado	LOC_ADV
de lance en lance	LOC_ADV
de lengua en lengua	LOC_ADV
de lo contrario	LOC_ADV
de lo lindo	LOC_ADV
de lo vivo a lo pintado	LOC_ADV
de madrugada	LOC_ADV
de mal a mal	LOC_ADV
de mal abrigo	LOC_ADV
de mal efecto	LOC_ADV
de mal en peor	LOC_ADV
de mal grado	LOC_ADV
de mal tono	LOC_ADV
de mal vivir	LOC_ADV
de mala fe	LOC_ADV
de mala gana	LOC_ADV
de mala ley	LOC_ADV
de mala manera	LOC_ADV
de mala muerte	LOC_ADV
de mala nota	LOC_ADV
de mancomún	LOC_ADV
de mano derecha	LOC_ADV
de mano en mano	LOC_ADV
de mano izquierda	LOC_ADV
de manos a boca	LOC_ADV
de marca mayor	LOC_ADV
de marras	LOC_ADV
de matute	LOC_ADV
de media gala	LOC_ADV
de medio a medio	LOC_ADV
de medio lado	LOC_ADV
de medio ojo	LOC_ADV
de medio pie	LOC_ADV
de mentirijillas	LOC_ADV
de mil amores	LOC_ADV
de mil diablos	LOC_ADV
de miranda	LOC_ADV
de misa y olla	LOC_ADV
de modo que	LOC_CS
de momio	LOC_ADV
de morondanga	LOC_ADV
de muchas campanillas	LOC_ADV
de muchas leguas	LOC_ADV
de mucho efecto	LOC_ADV
de mucho trote	LOC_ADV
de más marca	LOC_ADV
de mírame y no me toques	LOC_ADV
de ninguna manera	LOC_ADV
de nueva planta	LOC_ADV
de nuevo cuño	LOC_ADV
de nunca acabar	LOC_ADV
de oque	LOC_ADV
de oreja a oreja	LOC_ADV
de oro y azul	LOC_ADV
de oídas	LOC_ADV
de pacotilla	LOC_ADV
de padre y muy señor mío	LOC_ADV
de palabra en palabra	LOC_ADV
de pascuas a ramos	LOC_ADV
de pe a pa	LOC_ADV
de pega	LOC_ADV
de pelo en pecho	LOC_ADV
de perdidos al río	LOC_ADV
de perilla	LOC_ADV
de perillas	LOC_ADV
de persona a persona	LOC_ADV
de pie de banco	LOC_ADV
de pies a cabeza	LOC_ADV
de pilón	LOC_ADV
de pitiminí	LOC_ADV
de pleno derecho	LOC_ADV
de poca monta	LOC_ADV
de poca ropa	LOC_ADV
de poco más o menos	LOC_ADV
de poco pelo	LOC_ADV
de poder a poder	LOC_ADV
de polo a polo	LOC_ADV
de pontifical	LOC_ADV
de popa a proa	LOC_ADV
de por junto	LOC_ADV
de por medio	LOC_ADV
de por sí	LOC_ADV
de por vida	LOC_ADV
de postín	LOC_ADV
de potencia en potencia	LOC_ADV
de primera clase	LOC_ADV
de primera intención	LOC_ADV
de primera línea	LOC_ADV
de prisa	LOC_ADV
de prisa y corriendo	LOC_ADV
de pro	LOC_ADV
de profundis	LOC_ADV
de propia minerva	LOC_ADV
de propio puño	LOC_ADV
de puerta a puerta	LOC_ADV
de puerta en puerta	LOC_ADV
de puertas adentro	LOC_ADV
de puertas afuera	LOC_ADV
de puertos allende	LOC_ADV
de puertos aquende	LOC_ADV
de punta a cabo	LOC_ADV
de punta a punta	LOC_ADV
de pura cepa	LOC_ADV
de puta madre	LOC_ADV
de puta pena	LOC_ADV
de putifa	LOC_ADV
de puño y letra	LOC_ADV
de quedo	LOC_ADV
de quita y pon	LOC_ADV
de rama en rama	LOC_ADV
de raro en raro	LOC_ADV
de rato en rato	LOC_ADV
de rebato	LOC_ADV
de rebote	LOC_ADV
de rechupete	LOC_ADV
de refilón	LOC_ADV
de relumbrón	LOC_ADV
de reojo	LOC_ADV
de repelón	LOC_ADV
de repente	LOC_ADV
de repuesto	LOC_ADV
de reserva	LOC_ADV
de resultas	LOC_ADV
de retrocarga	LOC_ADV
de revuelo	LOC_ADV
de rodilla en rodilla	LOC_ADV
de rompe y rasga	LOC_ADV
de rondón	LOC_ADV
de seguida	LOC_ADV
de segunda mano	LOC_ADV
de sentido común	LOC_ADV
de so capa	LOC_ADV
de sobra	LOC_ADV
de sobresalto	LOC_ADV
de sol a sol	LOC_ADV
de soslayo	LOC_ADV
de suerte que	LOC_CS
de tal manera que	LOC_CS
de tapadillo	LOC_ADV
de tarde en tarde	LOC_ADV
de tiempo en tiempo	LOC_ADV
de tiento en tiento	LOC_ADV
de todas maneras	LOC_ADV
de todas todas	LOC_ADV
de todo corazón	LOC_ADV
de todo en todo	LOC_ADV
de todo punto	LOC_ADV
de todos los diablos	LOC_ADV
de todos modos	LOC_ADV
de través	LOC_ADV
de trazo continuo	LOC_ADV
de trecho en trecho	LOC_ADV
de tres al cuarto	LOC_ADV
de tú a tú	LOC_ADV
de ultratumba	LOC_ADV
de un día a otro	LOC_ADV
de un jalón	LOC_ADV
de un lado a otro	LOC_ADV
de un lado para otro	LOC_ADV
de un plumazo	LOC_ADV
de un primer voleo	LOC_ADV
de un tirón	LOC_ADV
de una manera o de otra	LOC_ADV
de una sentada	LOC_ADV
de una tacada	LOC_ADV
de una tirada	LOC_ADV
de una vez para siempre	LOC_ADV
de uno en uno	LOC_ADV
de uso externo	LOC_ADV
de uvas a peras	LOC_ADV
de vez en cuando	LOC_ADV
de visu	LOC_ADV
de viva voz	LOC_ADV
de volatería	LOC_ADV
de vértigo	LOC_ADV
de vía estrecha	LOC_ADV
de órdago	LOC_ADV
debajo de	LOC_PREP
debido a	LOC_PREP
decreto ley	NCMS000
decretos leyes	NCMS000
del otro lado	LOC_ADV
del otro lado de	LOC_PREP
del poder de	LOC_PREP
del primer voleo	LOC_ADV
del principio al fin	LOC_ADV
del revés	LOC_ADV
del tiempo de Maricastaña	LOC_ADJ
del.	Y
delante de	LOC_PREP
delante de Dios y de todo el	LOC_ADV
delirium tremens	NCMN000
deo gracias	I
deo gracias	LOC_ADV
Deo volente	LOC_ADV
deo volente	LOC_ADV
depto.	Y
desct.º	Y
desde cero	LOC_ADV
desde el momento en que	LOC_CS
desde luego	LOC_ADV
desde niño	LOC_ADV
desde que el mundo es mundo	LOC_ADV
detrás de	LOC_PREP
deus ex machina	NCMN000
diag.	Y
dicc.	Y
dies irae	NCMS000
Dir.	NCMS000
Dir.ª	NCFS000
dirección a	LOC_PREP
do ut des	LOC_ADV
doc.	Y
dpto.	Y
Dr.	NCMS000
Dr.ª	NCFS000
Dra.	NCFS000
dto.	Y
dupdo.	Y
duty free	LOC_ADJ
Dña.	NCFS000
e. c.	Y
e. p. d.	Y
e. p. m.	Y
e. s. m.	Y
e/	Y
e/c	Y
ed.	Y
edit.	Y
edo.	Y
EE. UU.	NPMPG00
ef.	Y
ej.	Y
el acabose	NCMS000
El Escorial	NPMSG00
Em.ª	Y
Emmo.	Y
en agraz	LOC_ADV
en aquel entonces	LOC_ADV
en aras de	LOC_PREP
en atención a	LOC_PREP
en babia	LOC_ADV
en batería	LOC_ADV
en berlina	LOC_ADV
en buena lid	LOC_ADV
en buenos términos	LOC_ADV
en busca de	LOC_PREP
en calidad de	LOC_PREP
en cambio de	LOC_PREP
en caso de	LOC_PREP
en caso de que	LOC_CS
en cierto modo	LOC_ADV
en compañía de	LOC_PREP
en compensación de	LOC_PREP
en concepto de	LOC_PREP
en consecuencia	LOC_ADV
en contorno	LOC_ADV
en contra de	LOC_PREP
en contracambio	LOC_ADV
en coña	LOC_ADV
en cuanto a	LOC_PREP
en cuanto que	LOC_CS
en cuclillas	LOC_ADV
en cuerpo y alma	LOC_ADV
en cuestión de	LOC_PREP
en círculo	LOC_ADV
en defecto de	LOC_PREP
en demanda de	LOC_PREP
en demasía	LOC_ADV
en derredor	LOC_ADV
en derredor de	LOC_PREP
en desbandada	LOC_ADV
en descargo	LOC_ADV
en desquite	LOC_ADV
en detalle	LOC_ADV
en diferido	LOC_ADV
en Dios y en conciencia	LOC_ADV
en dirección a	LOC_PREP
en el centro de	LOC_PREP
en el entorno de	LOC_PREP
en el interior de	LOC_PREP
en el otro lado de	LOC_PREP
en el plazo de	LOC_PREP
en el puesto de	LOC_PREP
en el supuesto que	LOC_CS
en entredicho	LOC_ADV
en espera de	LOC_PREP
en este mismo instante	LOC_ADV
en evitación de	LOC_PREP
en favor de	LOC_PREP
en fiado	LOC_ADV
en fila india	LOC_ADV
en fin de cuentas	LOC_ADV
en franquía	LOC_ADV
en gracia a	LOC_PREP
en gran manera	LOC_ADV
en gran medida	LOC_ADV
en guisa de	LOC_PREP
en honor a la verdad	LOC_ADV
en horre	LOC_ADV
en interés	LOC_ADV
en jamás de los jamases	LOC_ADV
en junto	LOC_ADV
en la línea de	LOC_PREP
en la necesidad de	LOC_PREP
en la temporada de	LOC_PREP
en la zona de	LOC_PREP
en las cercanías de	LOC_PREP
en las proximidades de	LOC_PREP
en limpio	LOC_ADV
en lo concerniente a	LOC_PREP
en lo sucesivo	LOC_ADV
en lontananza	LOC_ADV
en los buenos tiempos	LOC_ADV
en lugar de	LOC_PREP
en lugar de que	LOC_CS
en línea	LOC_ADV
en líneas generales	LOC_ADV
en mala hora	LOC_ADV
en mangas de camisa	LOC_ADV
en manos de	LOC_PREP
en materia de	LOC_PREP
en medio de	LOC_PREP
en memoria de	LOC_PREP
en menos de	LOC_PREP
en miniatura	LOC_ADV
en mitad de	LOC_PREP
en modo alguno	LOC_ADV
en obligación de	LOC_PREP
en obsequio a	LOC_PREP
en obsequio de	LOC_PREP
en oferta	LOC_ADV
en oposición a	LOC_PREP
en orden a	LOC_PREP
en paralelo	LOC_ADV
en parte por	LOC_PREP
en partes iguales	LOC_ADV
en paños menores	LOC_ADV
en pelota picada	LOC_ADV
en pie de guerra	LOC_ADV
en plan de	LOC_PREP
en plantilla	LOC_ADV
en pocas palabras	LOC_ADV
en porretas	LOC_ADV
en pos de	LOC_PREP
en prenda	LOC_ADV
en primicia	LOC_ADV
en pro de	LOC_PREP
en procura	LOC_ADV
en prueba de	LOC_PREP
en punto de caramelo	LOC_ADV
en puridad	LOC_ADV
en rama	LOC_ADV
en razón de	LOC_PREP
en recuerdo de	LOC_PREP
en rededor	LOC_ADV
en remojo	LOC_ADV
en representación de	LOC_PREP
en resumidas cuentas	LOC_ADV
en ristre	LOC_ADV
en salvo	LOC_ADV
en seguida	LOC_ADV
en señal de	LOC_PREP
en sordina	LOC_ADV
en su defecto	LOC_ADV
en tanto que	LOC_CS
en tiempo de	LOC_PREP
en tiempo diferido	LOC_ADV
en tiempo real	LOC_ADV
en tiempo récord	LOC_ADV
en tiempo y forma	LOC_ADV
en toda la extensión de la palabra	LOC_ADV
en toda regla	LOC_ADV
en toda tierra de garbanzos	LOC_ADV
en todo caso	LOC_ADV
en todo lo descubierto	LOC_ADV
en torno a	LOC_PREP
en torno de	LOC_PREP
en touche	LOC_ADV
en tromba	LOC_ADV
en tándem	LOC_ADV
en un abrir y cerrar de ojos	LOC_ADV
en un decir amén	LOC_ADV
en un pis-pas	LOC_ADV
en un pispás	LOC_ADV
en un santiamén	LOC_ADV
en un tris	LOC_ADV
en vez de	LOC_PREP
en vez de que	LOC_CS
en vilo	LOC_ADV
en virtud de	LOC_PREP
en vista de	LOC_PREP
en vista de que	LOC_CS
en volandas	LOC_ADV
en vías de	LOC_PREP
en zigzag	LOC_ADV
encima de	LOC_PREP
enfrente de	LOC_PREP
entlo.	Y
entre la espada y la pared	LOC_ADV
entre la vida y la muerte	LOC_ADV
entre pecho y espalda	LOC_ADV
entre que	LOC_CS
entre tanto que	LOC_CS
es hablar por demás	LOC_ADV
esperando a	LOC_PREP
et ál.	Y
etc.	Y
ex abrupto	LOC_ADV
ex aequo	LOC_ADV
ex ante	LOC_ADV
ex cathedra	LOC_ADV
ex cátedra	LOC_ADV
ex cáthedra	LOC_ADV
ex post	LOC_ADV
ex profeso	LOC_ADV
ex testamento	LOC_ADV
Exc.ª	Y
exceptio veritatis	LOC_ADV
excepto que	LOC_CS
excl.	Y
Excma.	Y
Excmo.	Y
f.	Y
F. C.	Y
f.ª	Y
f.º	Y
fasc.	Y
fata morgana	NCFS000
fca.	Y
Fdo.	Y
FF. AA.	Y
fig.	Y
foie gras	NCMS000
fol.	Y
fox terrier	NCMN000
Fr.	Y
fra.	Y
free lance	NCMN000
fuera de que	LOC_CS
full time	LOC_ADV
féc.	Y
g. p.	Y
g. v.	Y
g/p	Y
Gdor.	Y
Gdor.ª	Y
Gdora.	Y
Gengis Kan	NPMNSP0
Gloria Patri	NCMN000
Gob.	Y
gracias a	LOC_PREP
gracias a que	LOC_CS
gracias al que	LOC_CS
Gral.	Y
gratis et amore	LOC_ADV
grosso modo	LOC_ADV
H.	Y
habeas corpus	NCMN000
hacia mediados de	LOC_PREP
hasta cierto punto	LOC_ADV
hasta cuando	LOC_CS
hasta más ver	LOC_ADV
hasta tanto que	LOC_CS
heavy metal	AQ0CN0
hic et nunc	LOC_ADV
high tech	LOC_ADJ
Hna.	Y
Hno.	Y
Hong Kong	NPCSG00
honoris causa	LOC_ADJ
horror vacui	NCMS000
I.	Y
i. e.	Y
ib.	Y
ibíd.	Y
igl.ª	Y
Il.	Y
Ilma.	Y
Ilmo.	Y
Iltre.	Y
imp.	Y
impr.	Y
impto.	Y
in absentia	LOC_ADV
in aeternum	LOC_ADV
in albis	LOC_ADV
in anima vili	LOC_ADV
in articulo mortis	LOC_ADV
in artículo mortis	LOC_ADV
in crescendo	LOC_ADV
in extenso	LOC_ADV
in extremis	LOC_ADV
in fieri	LOC_ADV
in fraganti	LOC_ADV
in illo tempore	LOC_ADV
in illo témpore	LOC_ADV
in memóriam	LOC_ADV
in partibus	LOC_ADV
in pectore	LOC_ADV
in perpétuum	LOC_ADV
in promptu	LOC_ADV
in pártibus infidélium	LOC_ADV
in péctore	LOC_ADV
in púribus	LOC_ADV
in situ	LOC_ADV
in sólidum	LOC_ADV
in vitro	LOC_ADV
in vivo	LOC_ADV
in ánima vili	LOC_ADV
incl.	Y
Ing.	Y
inmediatamente después de	LOC_PREP
Inst.	Y
inter nos	LOC_ADV
inter vivos	LOC_ADV
interposita persona	LOC_ADV
invita Minerva	LOC_ADV
ipso facto	LOC_ADV
ipso iure	LOC_ADV
ipso jure	LOC_ADV
Islas Solomon	NPFPG00
Italo Calvino	NPMSSP0
iuris et de iure	LOC_ADV
izda.	Y
izdo.	Y
izq.	Y
izqda.	Y
izqdo.	Y
J. C.	Y
jamás de los jamases	LOC_ADV
jamás por jamás	LOC_ADV
jet lag	NCMS000
jet set	NCFS000
Jhs.	Y
JJ. OO.	Y
junto a	LOC_PREP
junto con	LOC_PREP
juro a bríos	LOC_ADV
k. o.	Y
Kublai Kan	NPMNSP0
l. c.	Y
L/	Y
laissez faire	NCMS000
lapsus calami	NCMN000
lapsus linguae	NCMN000
lato sensu	LOC_ADV
laus Deo	LOC_ADV
Lcda.	Y
Lcdo.	Y
Lda.	Y
Ldo.	Y
lejos de	LOC_PREP
lengua de oc	NCFS000
lengua de oíl	NCFS000
lenguas de oc	NCFP000
lenguas de oíl	NCFP000
Lic.	Y
lignum crucis	LOC_ADV
Lincoln Lincoln	NPCNSP0
lo de menos	LOC_ADV
lo malo es que	LOC_CS
lo uno por lo otro	LOC_ADV
loc. cit.	Y
loco citato	LOC_ADV
Ltd.	Y
Ltda.	Y
Ltdo.	Y
luego que	LOC_CS
m.	Y
m. n.	Y
Magallanes Magallanes	NPCNSP0
Magfca.	Y
Magfco.	Y
magister dixit	LOC_ADV
maguer que	LOC_CS
mal a mal	LOC_ADV
manu militari	LOC_ADV
Mare Nostrum	NPMSG00
mass media	NCMN000
mass media	NCMP000
mea culpa	NCMN000
medio ambiente	NCMS000
merced a que	LOC_CS
mientras que	LOC_CS
mixti fori	LOC_ADV
modus operandi	NCMN000
modus vivendi	NCMN000
moliente y corriente	AQ0CS0
Mons.	Y
mortis causa	LOC_ADV
motu proprio	LOC_ADV
mr.	Y
ms.	Y
mutatis mutandis	LOC_ADV
muy de mañana	LOC_ADV
muy muy	LOC_ADV
más allá de	LOC_PREP
más de la cuenta	LOC_ADV
más valiera	LOC_ADV
máx.	Y
mín.	Y
n.	Y
N. B.	Y
N. del T.	Y
N. S.	Y
N. S. J. C.	Y
N.ª S.ª	Y
n.º	Y
nada más y nada menos	LOC_ADV
Nebrija Nebrija	NPCNSP0
nemine discrepante	LOC_ADV
new look	NCMS000
ni a la de tres	LOC_ADV
ni a tiros	LOC_ADV
ni aún	LOC_ADV
ni corto ni perezoso	LOC_ADV
ni fu ni fa	LOC_ADV
ni hablar del peluquín	LOC_ADV
ni mucho menos	LOC_ADV
ni más ni menos	LOC_ADV
ni que	LOC_CS
ni que decir tiene	LOC_ADV
ni remotamente	LOC_ADV
ni rey ni roque	LOC_ADV
ni suena ni truena	LOC_ADV
ni tan sólo	LOC_ADV
ni tanto así	LOC_ADV
ni tanto ni tan calvo	LOC_ADV
ni tanto ni tan poco	LOC_ADV
nihil obstat	NCMN000
no ha lugar	LOC_ADV
no obstante	LOC_ADV
no sea que	LOC_CS
noli me tangere	LOC_ADV
non bis in idem	LOC_ADV
non plus ultra	LOC_ADV
nora en tal	LOC_ADV
nora tal	LOC_ADV
nota bene	NCMN000
nro.	Y
Ntr.ª Sr.ª	Y
Ntra. Sra.	Y
nueces moscadas	NCFP000
Nueva Zelanda	NPFSG00
nuez moscada	NCFS000
numerus clausus	NCMN000
núm.	Y
o sea	LOC_CC
O. F. M.	Y
O. M.	Y
O. P.	Y
O. S. A.	Y
Ob.	Y
ob. cit.	Y
obiter dictum	LOC_ADV
off line	LOC_ADV
on line	LOC_ADV
p.	Y
p. a.	Y
p. d.	Y
P. D.	Y
p. ej.	Y
p. k.	Y
p. m.	Y
P. M.	Y
P. O.	Y
p. o.	Y
p. p.	Y
P. S.	Y
p. v.	Y
P. V. P.	Y
p.º	Y
p/o	Y
pane lucrando	LOC_ADV
panem et circenses	LOC_ADV
Pange lingua	LOC_ADV
para colmo	LOC_ADV
para dar y tomar	LOC_ADV
para más inri	LOC_ADV
para rato	LOC_ADV
para remate	LOC_ADV
para todo trote	LOC_ADV
parecido a	LOC_PREP
pasado mañana	LOC_ADV
Pat.	Y
Pbro.	Y
pdo.	Y
Pdta.	Y
Pdte.	Y
peccata minuta	LOC_ADV
peccata minuta	NCFS000
per accidens	LOC_ADV
per cápita	AQ0CN0
per se	LOC_ADV
persona non grata	NCFS000
pese a	LOC_PREP
pese a que	LOC_CS
Petrus in cunctis	LOC_ADV
pg.	Y
pian pian	LOC_ADV
pian pianito	LOC_ADV
pian piano	LOC_ADV
pl.	Y
play back	NCMN000
play boy	NCMS000
play boys	NCMP000
plis plas	NCMS000
pluralia tantum	LOC_ADV
plus minusve	LOC_ADV
plus ultra	LOC_ADV
plza.	Y
Pnt.	Y
poco a poco	LOC_ADV
pop art	AQ0CN0
por adarmes	LOC_ADV
por al lado de	LOC_PREP
por amor de Dios	LOC_ADV
por anticipado	LOC_ADV
por aquel entonces	LOC_ADV
por arte de birlibirloque	LOC_ADV
por arte de magia	LOC_ADV
por barba	LOC_ADV
por carambola	LOC_ADV
por causa de	LOC_PREP
por ce o por be	LOC_ADV
por ceremonia	LOC_ADV
por concuerda	LOC_ADV
por consecuencia	LOC_ADV
por consiguiente	LOC_ADV
por contera	LOC_ADV
por cuatro reales	LOC_ADV
por cuenta de	LOC_PREP
por cuenta y riesgo	LOC_ADV
por de contado	LOC_ADV
por de pronto	LOC_ADV
por debajo de	LOC_PREP
por debajo de cuerda	LOC_ADV
por decirlo así	LOC_ADV
por delante de	LOC_PREP
por dentro de	LOC_PREP
por descontado	LOC_ADV
por detrás de	LOC_PREP
por duplicado	LOC_ADV
por ejemplo	LOC_ADV
por el centro de	LOC_PREP
por el contrario	LOC_ADV
por el otro lado de	LOC_PREP
por en medio	LOC_ADV
por ende	LOC_ADV
por ensalmo	LOC_ADV
por entonces	LOC_ADV
por esos mundos de Dios	LOC_ADV
por este lado de	LOC_PREP
por favor	LOC_ADV
por hache o por be	LOC_ADV
por igual	LOC_ADV
por intuito	LOC_ADV
por la cuenta que	LOC_CS
por la gracia de Dios	LOC_ADV
por lo bajines	LOC_ADV
por lo bajini	LOC_ADV
por lo bajinis	LOC_ADV
por lo claro	LOC_ADV
por lo común	LOC_ADV
por lo general	LOC_ADV
por lo menos	LOC_ADV
por lo pronto	LOC_ADV
por lo tanto	LOC_ADV
por medio de	LOC_PREP
por minutos	LOC_ADV
por motivo de	LOC_PREP
por mucho que	LOC_CS
por más que digas	LOC_ADV
por nada del mundo	LOC_ADV
por ningún concepto	LOC_ADV
por norma general	LOC_ADV
por obra de	LOC_PREP
por obra y gracia de	LOC_PREP
por onzas	LOC_ADV
por otro lado	LOC_ADV
por oídas	LOC_ADV
por pura fórmula	LOC_ADV
por razón de que	LOC_CS
por real decreto	LOC_ADV
por regla general	LOC_ADV
por segundo año consecutivo	LOC_ADV
por separado	LOC_ADV
por si acaso	LOC_ADV
por si las moscas	LOC_ADV
por siempre jamás	LOC_ADV
por supuesto	LOC_ADV
por testa	LOC_ADV
por todo lo alto	LOC_ADV
por un tris	LOC_ADV
por ventura	LOC_ADV
por virtud de	LOC_PREP
post meridiem	LOC_ADV
post mortem	LOC_ADV
post scriptum	LOC_ADV
ppal.	Y
prae manibus	LOC_ADV
pral.	Y
Presb.	Y
prima donna	NCFN000
prima facie	LOC_ADV
primus inter pares	NCMS000
pro domo sua	LOC_ADV
pro forma	LOC_ADV
Prof.	Y
Prof.ª	Y
propter nuptias	LOC_ADV
prov.	Y
pról.	Y
pues bien	LOC_ADV
pues sí que	LOC_CS
pza.	Y
pág.	Y
párr.	Y
q. b. s. m.	Y
q. b. s. p.	Y
Q. D. G.	Y
q. D. g.	Y
q. e. g. e.	Y
q. e. p. d.	Y
q. e. s. m.	Y
q. s. g. h.	Y
que ni hecho de encargo	LOC_ADV
que ni pintado	LOC_ADV
que si tal que si cual	LOC_ADV
quid divinum	LOC_ADV
quid pro quo	LOC_ADV
quiera que no	LOC_ADV
quieras que no	LOC_ADV
R.	Y
R. D.	Y
R. I. P.	Y
R. O.	Y
r. p. m.	Y
r.p.m.	NCFN000
r.º	Y
rabassa morta	LOC_ADV
rara avis	NCCN000
rara vez	LOC_ADV
rata parte	LOC_ADV
Rda.	Y
Rdo.	Y
reales decretos leyes	NCMS000
reality show	NCMS000
reality shows	NCMP000
reg.	Y
relata refero	LOC_ADV
Rep.	Y
requiescat in pace	LOC_ADV
respecto a	LOC_PREP
respecto a que	LOC_CS
respecto de	LOC_PREP
Rev.	Y
rigor mortis	NCMN000
rock & roll	NCMS000
rock 'n' roll	NCMS000
rock and roll	NCMS000
rock&roll	NCMS000
rock'n'roll	NCMS000
RR. HH.	Y
Rte.	Y
rum rum	NCMS000
Rvd.	Y
Rvda.	Y
Rvdma.	Y
Rvdmo.	Y
Rvdo.	Y
río abajo	LOC_ADV
río arriba	LOC_ADV
Río de Janeiro	NPCSG00
s.	Y
s. a.	Y
S. A.	Y
S. A. I.	Y
S. A. R.	Y
S. A. S.	Y
s. c.	Y
s. d.	Y
S. D. M.	Y
s. e.	Y
S. E.	Y
s. e. u o.	Y
s. f.	Y
S. I.	Y
S. J.	Y
s. l.	Y
S. L.	Y
S. M.	Y
s. n.	Y
S. P.	Y
S. R. C.	Y
S. R. M.	Y
s. s.	Y
S. S.	Y
s. s. s.	Y
s. v.	Y
S.ª	Y
s/a	Y
s/c	Y
s/e	Y
s/f	Y
s/l	Y
s/n	Y
s/v	Y
salga lo que salga	LOC_ADV
San Cristóbal y Nieves	NPCSG00
Sant Cugat	NPCSG00
Sant Cugat del Vallès	NPCSG00
Sant Joan Despí	NPCSG00
Sdad.	Y
sea cual fuere	LOC_ADV
sea lo que fuere	LOC_ADV
según como	LOC_ADV
según el decir de	LOC_PREP
según que	LOC_CS
semejante a	LOC_PREP
sensu lato	LOC_ADV
sensu stricto	LOC_ADV
sex appeal	NCMS000
sex shop	NCMS000
sex symbol	NCMS000
sex symbols	NCMP000
Sgto.	Y
show business	NCMS000
si acaso	LOC_ADV
si bien se mira	LOC_ADV
siempre y cuando	LOC_ADV
sig.	Y
similar a	LOC_PREP
sin ambages	LOC_ADV
sin chistar ni mistar	LOC_ADV
sin comerlo ni beberlo	LOC_ADV
sin contar con	LOC_PREP
sin contar con que	LOC_CS
sin duda alguna	LOC_ADV
sin ir más lejos	LOC_ADV
sin lugar a dudas	LOC_ADV
sin más ni más	LOC_ADV
sin necesidad de	LOC_PREP
sin ninguna duda	LOC_ADV
sin pena ni gloria	LOC_ADV
sin perjuicio de	LOC_PREP
sin qué ni para qué	LOC_ADV
sin ton ni son	LOC_ADV
sin trastes	LOC_ADV
sin venir a pelo	LOC_ADV
sine die	LOC_ADV
sine qua non	LOC_ADV
singularia tantum	LOC_ADV
snack bar	NCMS000
snack bars	NCMP000
so pena de que	LOC_CS
so pena que	LOC_CS
sobre manera	LOC_ADV
sobre seguro	LOC_ADV
Soc.	Y
sotto voce	LOC_ADV
Sr.	Y
Sr.ª	Y
Sra.	Y
Sri Lanka	NPCSG00
Srta.	Y
Sta.	Y
stabat mater	NCMN000
statu quo	NCMN000
Sto.	Y
stricto sensu	LOC_ADV
sub iudice	LOC_ADV
sub judice	LOC_ADV
sub voce	LOC_ADV
sui géneris	LOC_ADV
supuesto que	LOC_CS
t.	Y
tabula gratulatoria	NCFS000
tabula rasa	NCFS000
tal como	LOC_CS
tal cual	LOC_ADV
tal vez	LOC_ADV
tal y como	LOC_CS
tan pronto como	LOC_CS
tan siquiera	LOC_ADV
tanto menos que	LOC_CS
tanto más que	LOC_CS
tanto peor	LOC_ADV
tanto por ciento	LOC_ADV
tanto por tanto	LOC_ADV
Tantum ergo	NCMS000
tel.	Y
teléf.	Y
test.º	Y
tfno.	Y
tie break	NCMS000
tie breaks	NCMP000
tierra adentro	LOC_ADV
todo lo contrario	LOC_ADV
todo oídos	LOC_ADV
todo quisque	NCMS000
