# result of org.languagetool.dev.eval.RealWordFalseAlarmEvaluator (grepped for "^DATA;"): 
lock;1001;2;0.20
need;1001;0;0.00
fare;1001;166;16.58
fils;271;9;3.32
cocks;188;10;5.32
stare;427;3;0.70
bawled;6;1;16.67
sails;1001;336;33.57
clause;1001;3;0.30
sense;1001;16;1.60
chord;1001;215;21.48
sheave;41;0;0.00
pallet;321;64;19.94
spayed;45;2;4.44
bask;82;0;0.00
warrantee;3;2;66.67
you;1001;0;0.00
wandering;1001;16;1.60
bury;1001;3;0.30
imminently;43;6;13.95
discreet;385;73;18.96
holy;1001;9;0.90
wry;228;3;1.32
copes;67;3;4.48
ticks;417;11;2.64
addition;1001;5;0.50
pony;779;0;0.00
tare;61;7;11.48
halve;115;103;89.57
expanding;1001;2;0.20
wales;33;10;30.30
precedents;559;65;11.63
rigid;1001;0;0.00
knit;824;1;0.12
desert;1001;6;0.60
knob;638;0;0.00
adopters;170;3;1.76
poled;35;8;22.86
hammock;139;2;1.44
neap;36;0;0.00
missed;1001;8;0.80
flue;344;17;4.94
censor;856;87;10.16
brood;903;208;23.03
tongue;1001;0;0.00
hoarse;134;29;21.64
rigger;69;11;15.94
floor;1001;0;0.00
shown;1001;0;0.00
overheard;497;20;4.02
codling;14;0;0.00
wait;1001;27;2.70
belle;273;24;8.79
pawl;95;41;43.16
hoes;86;7;8.14
wok;153;105;68.63
quarts;70;8;11.43
why;1001;0;0.00
hoard;450;70;15.56
sensor;1001;18;1.80
story;1001;0;0.00
farrow;8;0;0.00
build;1001;1;0.10
slow;1001;0;0.00
reel;1001;251;25.07
moray;47;3;6.38
rime;205;70;34.15
mock;1001;0;0.00
morale;1001;175;17.48
sheers;9;0;0.00
pole;1001;8;0.80
away;1001;0;0.00
bloc;1001;197;19.68
breech;961;273;28.41
a;1001;0;0.00
rein;432;87;20.14
pharoah;0;0;NaN
wrote;1001;0;0.00
chalk;1001;1;0.10
nob;9;0;0.00
gated;1001;0;0.00
stakes;1001;6;0.60
groaning;49;13;26.53
wring;51;23;45.10
wee;616;13;2.11
wander;763;66;8.65
throws;1001;5;0.50
hay;1001;0;0.00
since;1001;5;0.50
celebrate;1001;0;0.00
aisle;1001;5;0.50
holed;352;90;25.57
carrier;1001;103;10.29
deductible;286;3;1.05
rabbit;1001;2;0.20
whore;281;1;0.36
acts;1001;1;0.10
literal;1001;2;0.20
tuff;308;58;18.83
tighten;335;0;0.00
tide;1001;6;0.60
whey;245;86;35.10
cote;29;6;20.69
aesthetic;1001;8;0.80
nickers;3;0;0.00
grease;551;64;11.62
slight;1001;0;0.00
brews;182;16;8.79
half;1001;29;2.90
dies;1001;27;2.70
friar;619;2;0.32
walks;1001;0;0.00
copped;12;0;0.00
rapping;610;161;26.39
maid;1001;184;18.38
coup;1001;2;0.20
browse;448;7;1.56
me;1001;2;0.20
wholly;1001;23;2.30
hue;894;23;2.57
phlox;13;1;7.69
ewe;102;60;58.82
add;1001;5;0.50
barley;1001;10;1.00
mourn;375;1;0.27
pier;1001;140;13.99
right;1001;3;0.30
effect;1001;6;0.60
heed;361;0;0.00
session;1001;2;0.20
taught;1001;2;0.20
tease;276;15;5.43
baron;1001;50;5.00
whig;24;5;20.83
flecks;73;5;6.85
doze;18;2;11.11
aunt;1001;16;1.60
gilled;37;6;16.22
statice;7;6;85.71
cereal;1001;134;13.39
cached;287;42;14.63
see;1001;10;1.00
wrought;1001;3;0.30
yack;1;1;100.00
graphed;53;11;20.75
sordid;158;3;1.90
fowl;451;23;5.10
plumb;98;2;2.04
Finnish;1001;35;3.50
seer;411;2;0.49
mean;1001;0;0.00
gally;7;0;0.00
owe;924;1;0.11
limn;5;1;20.00
told;1001;0;0.00
manager;1001;1;0.10
none;1001;1;0.10
current;1001;0;0.00
angle;1001;12;1.20
bailee;38;1;2.63
cantor;266;17;6.39
gage;117;73;62.39
elude;217;4;1.84
heal;1001;5;0.50
boarder;202;115;56.93
loan;1001;0;0.00
whether;1001;1;0.10
breaches;743;23;3.10
naught;148;44;29.73
shoo;35;1;2.86
pedal;1001;6;0.60
surf;1001;19;1.90
pears;437;64;14.65
baud;237;2;0.84
resinate;3;0;0.00
bole;44;14;31.82
plaice;49;19;38.78
tacks;89;35;39.33
auricle;32;11;34.38
lichen;453;0;0.00
ins;1001;2;0.20
Paul;1001;2;0.20
brooch;191;3;1.57
banned;1001;27;2.70
hie;28;4;14.29
vise;70;25;35.71
hose;1001;2;0.20
crews;1001;29;2.90
cougher;2;0;0.00
team;1001;0;0.00
guyed;244;50;20.49
plum;657;8;1.22
frieze;590;61;10.34
timber;1001;1;0.10
muse;478;1;0.21
trooper;286;1;0.35
ensure;1001;2;0.20
limbs;1001;0;0.00
moral;1001;0;0.00
aunts;380;23;6.05
chorale;300;59;19.67
knits;37;1;2.70
facts;1001;1;0.10
chard;76;7;9.21
roomie;3;0;0.00
exact;1001;9;0.90
foreword;1001;201;20.08
dine;368;0;0.00
preceding;1001;13;1.30
saver;83;1;1.20
meet;1001;11;1.10
lode;103;36;34.95
potable;520;40;7.69
profits;1001;26;2.60
foul;1001;47;4.70
shiv;17;2;11.76
ballot;1001;62;6.19
pieced;175;0;0.00
weather;1001;31;3.10
steal;1001;32;3.20
bond;1001;47;4.70
buyer;1001;1;0.10
therefore;1001;0;0.00
citing;1001;9;0.90
done;1001;0;0.00
tees;101;31;30.69
hostel;655;93;14.20
sex;1001;2;0.20
rows;1001;50;5.00
sundae;70;27;38.57
least;1001;1;0.10
peace;1001;13;1.30
lead;1001;69;6.89
ooze;100;1;1.00
born;1001;3;0.30
cause;1001;0;0.00
holey;12;5;41.67
poured;1001;1;0.10
tract;1001;1;0.10
barely;1001;10;1.00
fisher;190;44;23.16
massages;80;17;21.25
sachet;21;0;0.00
insights;1001;0;0.00
adapter;1001;5;0.50
suite;1001;64;6.39
proceed;1001;7;0.70
fission;1001;306;30.57
sea;1001;21;2.10
shore;1001;18;1.80
click;1001;21;2.10
trussed;40;11;27.50
suns;187;90;48.13
barred;1001;4;0.40
bate;18;2;11.11
humorous;1001;16;1.60
sum;1001;41;4.10
cash;1001;1;0.10
moat;977;5;0.51
pealed;7;2;28.57
wind;1001;0;0.00
plait;63;31;49.21
guilt;1001;1;0.10
hied;1;0;0.00
Wayne;1001;6;0.60
Rome;1001;0;0.00
massage;849;156;18.37
hill;1001;0;0.00
praised;1001;25;2.50
knock;1001;0;0.00
pooling;236;41;17.37
gate;1001;4;0.40
preposition;545;254;46.61
from;1001;3;0.30
pearl;1001;1;0.10
soles;512;205;40.04
world;1001;0;0.00
craft;1001;0;0.00
bullet;1001;141;14.09
marshal;1001;26;2.60
stoop;118;0;0.00
dessert;1001;280;27.97
whale;1001;5;0.50
fort;1001;6;0.60
fell;1001;17;1.70
groan;47;4;8.51
expends;47;14;29.79
joule;124;23;18.55
rye;728;7;0.96
beaut;23;0;0.00
bale;235;35;14.89
envelope;1001;6;0.60
faux;610;91;14.92
waste;1001;7;0.70
pride;1001;0;0.00
cursor;535;0;0.00
beets;436;23;5.28
boy;1001;0;0.00
flare;933;23;2.47
rue;844;0;0.00
yokes;53;5;9.43
hart;83;39;46.99
saner;18;0;0.00
chaste;263;8;3.04
pencil;1001;0;0.00
flows;1001;0;0.00
fusion;1001;90;8.99
servant;1001;9;0.90
seize;1001;25;2.50
ray;1001;11;1.10
imminent;1001;37;3.70
whit;42;12;28.57
hear;1001;36;3.60
gneiss;245;14;5.71
slue;0;0;NaN
gaited;58;4;6.90
racquets;120;34;28.33
creek;1001;1;0.10
wine;1001;0;0.00
versus;1001;16;1.60
been;1001;0;0.00
seed;1001;1;0.10
register;1001;6;0.60
key;1001;0;0.00
rackets;262;4;1.53
rites;1001;286;28.57
racked;276;4;1.45
toed;615;3;0.49
mourning;1001;123;12.29
Corp;1001;96;9.59
symbol;1001;0;0.00
knot;1001;483;48.25
wrap;1001;41;4.10
lox;21;5;23.81
crude;1001;0;0.00
coma;1001;49;4.90
whored;2;0;0.00
deviant;312;5;1.60
lye;201;51;25.37
whine;97;22;22.68
ads;1001;12;1.20
aloud;916;50;5.46
bough;70;29;41.43
weary;723;31;4.29
swayed;275;0;0.00
sales;1001;3;0.30
sine;1001;183;18.28
gourd;375;0;0.00
rede;14;6;42.86
hare;751;203;27.03
bowed;859;0;0.00
sewer;1001;0;0.00
hew;48;8;16.67
patience;1001;174;17.38
quartz;1001;0;0.00
fiscal;1001;167;16.68
arc;1001;7;0.70
vile;328;2;0.61
portable;1001;4;0.40
steels;437;1;0.23
recede;197;0;0.00
complacence;5;2;40.00
ruff;173;83;47.98
rapped;160;60;37.50
pea;712;3;0.42
tenet;384;43;11.20
carol;331;0;0.00
idyl;3;2;66.67
dos;1001;3;0.30
borne;1001;83;8.29
sloe;35;9;25.71
flee;1001;2;0.20
wonder;1001;12;1.20
woks;68;37;54.41
presents;1001;18;1.80
chased;1001;17;1.70
pincher;11;1;9.09
mousse;61;15;24.59
cere;80;27;33.75
aerie;11;0;0.00
raps;285;55;19.30
nun;1001;41;4.10
war;1001;0;0.00
adapted;1001;343;34.27
Sikh;1001;32;3.20
plate;1001;0;0.00
sweet;1001;6;0.60
steaks;172;36;20.93
presence;1001;3;0.30
ring;1001;0;0.00
lain;212;3;1.42
counsel;1001;107;10.69
gild;31;5;16.13
lumber;1001;6;0.60
flew;1001;1;0.10
great;1001;0;0.00
praise;1001;3;0.30
accesses;483;38;7.87
nap;241;0;0.00
subsidize;226;5;2.21
mantel;67;24;35.82
lees;74;0;0.00
pleated;172;21;12.21
hire;1001;62;6.19
tern;558;191;34.23
cache;1001;221;22.08
brays;1;0;0.00
nose;1001;10;1.00
bass;1001;199;19.88
cell;1001;0;0.00
hangar;1001;80;7.99
crewel;21;5;23.81
pleural;351;8;2.28
gene;1001;0;0.00
clench;26;2;7.69
awl;54;20;37.04
cited;1001;11;1.10
rood;159;16;10.06
mowed;78;9;11.54
mote;29;4;13.79
packed;1001;4;0.40
muscle;1001;1;0.10
aide;1001;270;26.97
burgher;94;2;2.13
worst;1001;0;0.00
mangers;15;10;66.67
popery;46;1;2.17
faze;11;2;18.18
ought;1001;1;0.10
bel;569;23;4.04
lute;689;54;7.84
littoral;389;57;14.65
caster;236;28;11.86
core;1001;19;1.90
alter;1001;6;0.60
billed;1001;59;5.89
status;1001;0;0.00
affect;1001;42;4.20
waives;38;4;10.53
airy;200;1;0.50
portrays;1001;11;1.10
tracked;1001;51;5.09
floes;95;21;22.11
dear;1001;10;1.00
bat;1001;0;0.00
exceed;1001;2;0.20
naval;1001;1;0.10
fain;57;1;1.75
rap;1001;56;5.59
hanger;204;13;6.37
shoes;1001;0;0.00
cant;244;0;0.00
pairs;1001;3;0.30
Crays;12;5;41.67
please;1001;0;0.00
Faye;1001;16;1.60
College;1001;0;0.00
vane;311;92;29.58
sheik;51;15;29.41
nit;100;2;2.00
capitol;781;509;65.17
serf;209;31;14.83
edition;1001;15;1.50
trouper;9;4;44.44
improves;1001;1;0.10
passable;245;173;70.61
idle;1001;13;1.30
diary;1001;8;0.80
dying;1001;3;0.30
expands;1001;3;0.30
bated;13;1;7.69
mussel;311;92;29.58
hairy;776;36;4.64
allude;359;5;1.39
ordnance;1001;157;15.68
turn;1001;0;0.00
better;1001;0;0.00
wondering;749;17;2.27
pools;1001;9;0.90
burger;309;33;10.68
reed;1001;127;12.69
augur;94;27;28.72
roil;3;0;0.00
angles;1001;41;4.10
byre;19;9;47.37
lax;505;14;2.77
ways;1001;0;0.00
leak;1001;0;0.00
soared;616;61;9.90
Cyprus;1001;0;0.00
be;1001;0;0.00
coral;1001;8;0.80
martial;1001;15;1.50
cents;1001;97;9.69
conscience;1001;41;4.10
seller;1001;9;0.90
couriers;230;124;53.91
Ceres;836;251;30.02
phased;1001;0;0.00
way;1001;0;0.00
careers;1001;46;4.60
feint;212;67;31.60
galop;21;7;33.33
piers;1001;212;21.18
locks;1001;1;0.10
tung;148;6;4.05
rowed;360;166;46.11
teas;405;1;0.25
planar;1001;1;0.10
principle;1001;22;2.20
attain;1001;642;64.14
weight;1001;8;0.80
populous;1001;16;1.60
wanders;486;23;4.73
devise;698;21;3.01
bundt;3;0;0.00
bait;1001;0;0.00
new;1001;0;0.00
mussels;548;164;29.93
herald;483;56;11.59
flocks;1001;0;0.00
rapper;1001;42;4.20
baling;31;4;12.90
discrete;1001;10;1.00
navel;377;50;13.26
bite;1001;24;2.40
calendar;1001;0;0.00
righting;126;45;35.71
phrase;1001;0;0.00
wail;92;7;7.61
spoor;15;4;26.67
whet;44;2;4.55
woe;123;0;0.00
piqued;121;6;4.96
carat;263;26;9.89
tied;1001;14;1.40
bouy;0;0;NaN
formally;1001;62;6.19
lowed;2;0;0.00
lay;1001;0;0.00
disc;1001;392;39.16
dammed;581;116;19.97
whither;65;1;1.54
steals;1001;71;7.09
mood;1001;0;0.00
mule;967;0;0.00
slay;390;3;0.77
physical;1001;3;0.30
neep;5;0;0.00
baste;3;1;33.33
peruse;44;31;70.45
boos;113;13;11.50
watt;938;84;8.96
bawl;4;1;25.00
overhead;1001;3;0.30
doughs;41;20;48.78
peasant;1001;0;0.00
epic;1001;47;4.70
I;1001;7;0.70
wright;37;12;32.43
jam;1001;4;0.40
chock;43;3;6.98
quints;19;4;21.05
moor;525;339;64.57
writing;1001;0;0.00
bolder;203;15;7.39
baited;111;0;0.00
libel;1001;17;1.70
men's;1001;0;0.00
wrack;26;9;34.62
cord;1001;11;1.10
illusions;808;61;7.55
manner;1001;0;0.00
sigh;181;17;9.39
lodes;36;18;50.00
have;1001;0;0.00
per;1001;0;0.00
wherry;59;11;18.64
maize;1001;18;1.80
odd;1001;2;0.20
cosign;4;0;0.00
